I_bias_A,L_ac_H,I_ac_wdg_A
1.5303389830508476,1.53893718377834e-05,-1.0
1.5810169491525425,1.495987403929506e-05,-1.0
1.6316949152542375,1.457463211775763e-05,-1.0
1.6823728813559324,1.42270018537189e-05,-1.0
1.7330508474576274,1.391125523847928e-05,-1.0
1.7837288135593223,1.362262141178358e-05,-1.0
1.8344067796610173,1.33574652114446e-05,-1.0
1.885084745762712,1.311305628887277e-05,-1.0
1.935762711864407,1.288709338132538e-05,-1.0
1.986440677966102,1.267738880004114e-05,-1.0
2.037118644067797,1.248200779412014e-05,-1.0
2.0877966101694914,1.229931098781858e-05,-1.0
2.1384745762711863,1.21277653186936e-05,-1.0
2.1891525423728813,1.196591276858838e-05,-1.0
2.239830508474576,1.181241767965645e-05,-1.0
2.290508474576271,1.166604231220074e-05,-1.0
2.341186440677966,1.152561178778645e-05,-1.0
2.391864406779661,1.139021171153562e-05,-1.0
2.442542372881356,1.12590530858824e-05,-1.0
2.493220338983051,1.113162401351475e-05,-1.0
2.543898305084746,1.100766275385986e-05,-1.0
2.594576271186441,1.088690772706429e-05,-1.0
2.645254237288136,1.076927737782403e-05,-1.0
2.6959322033898308,1.065467144613075e-05,-1.0
2.7466101694915257,1.05430329813755e-05,-1.0
2.7972881355932206,1.043434905443599e-05,-1.0
2.847966101694915,1.032852732379054e-05,-1.0
2.89864406779661,1.022553382891745e-05,-1.0
2.949322033898305,1.012533737150872e-05,-1.0
3.0,1.002786728969053e-05,-1.0
0.01,7.559580636540263e-05,0.05
0.06067796610169492,7.493381799907487e-05,0.05
0.11135593220338984,7.279438464209379e-05,0.05
0.16203389830508477,6.843680464688178e-05,0.05
0.2127118644067797,6.396377351656856e-05,0.05
0.26338983050847464,5.814006724259428e-05,0.05
0.31406779661016954,5.229836804950052e-05,0.05
0.36474576271186443,4.7333073469362256e-05,0.05
0.4154237288135594,4.318814004120174e-05,0.05
0.4661016949152543,3.9759931975640755e-05,0.05
0.5167796610169493,3.679280867089916e-05,0.05
0.5674576271186441,3.3781896330093956e-05,0.05
0.6181355932203391,3.0920158970766776e-05,0.05
0.668813559322034,2.8417700704753937e-05,0.05
0.7194915254237289,2.6430319812298642e-05,0.05
0.7701694915254238,2.492327612506764e-05,0.05
0.8208474576271187,2.378051859042104e-05,0.05
0.8715254237288137,2.2886986458035117e-05,0.05
0.9222033898305086,2.214873648760194e-05,0.05
0.9728813559322035,2.139443821915188e-05,0.05
1.0235593220338985,2.0563346800228098e-05,0.05
1.0742372881355933,1.96707433057074e-05,0.05
1.1249152542372882,1.8729801568355632e-05,0.05
1.1755932203389832,1.778904123236972e-05,0.05
1.2262711864406781,1.6886895487042443e-05,0.05
1.276949152542373,1.6046409193037044e-05,0.05
1.327627118644068,1.5289098125793094e-05,0.05
1.378305084745763,1.462041984058755e-05,0.05
1.4289830508474577,1.4030495788717099e-05,0.05
1.4796610169491526,1.3507654239746706e-05,0.05
1.5303389830508476,1.3041821304692197e-05,0.05
1.5810169491525425,1.2623926318640287e-05,0.05
1.6316949152542375,1.2246006105531778e-05,0.05
1.6823728813559324,1.1901301933034649e-05,0.05
1.7330508474576274,1.1586435834195142e-05,0.05
1.7837288135593223,1.1298931638340817e-05,0.05
1.8344067796610173,1.1034461812926004e-05,0.05
1.885084745762712,1.0789988309546592e-05,0.05
1.935762711864407,1.0563016302196188e-05,0.05
1.986440677966102,1.0351822750243009e-05,0.05
2.037118644067797,1.0154083799236747e-05,0.05
2.0877966101694914,9.968920670954952e-06,0.05
2.1384745762711863,9.794466419852432e-06,0.05
2.1891525423728813,9.630289999854789e-06,0.05
2.239830508474576,9.475225516429737e-06,0.05
2.290508474576271,9.327029596642256e-06,0.05
2.341186440677966,9.184757135410276e-06,0.05
2.391864406779661,9.047297476986607e-06,0.05
2.442542372881356,8.914030647239744e-06,0.05
2.493220338983051,8.78574733652135e-06,0.05
2.543898305084746,8.661641035515277e-06,0.05
2.594576271186441,8.541299623109259e-06,0.05
2.645254237288136,8.424645818801563e-06,0.05
2.6959322033898308,8.311039068605202e-06,0.05
2.7466101694915257,8.201219153968725e-06,0.05
2.7972881355932206,8.094278888685812e-06,0.05
2.847966101694915,7.990741151224123e-06,0.05
2.89864406779661,7.890205696043957e-06,0.05
2.949322033898305,7.792746176652004e-06,0.05
3.0,7.697903493402336e-06,0.05
0.01,7.559728213404715e-05,0.2
0.06067796610169492,7.494903911755885e-05,0.2
0.11135593220338984,7.285695370111485e-05,0.2
0.16203389830508477,6.8609248830863e-05,0.2
0.2127118644067797,6.426935552869995e-05,0.2
0.26338983050847464,5.8664152309807046e-05,0.2
0.31406779661016954,5.296693212563915e-05,0.2
0.36474576271186443,4.812307731247769e-05,0.2
0.4154237288135594,4.409554519107511e-05,0.2
0.4661016949152543,4.077836459940246e-05,0.2
0.5167796610169493,3.789998715490466e-05,0.2
0.5674576271186441,3.4979424082201896e-05,0.2
0.6181355932203391,3.217912459684606e-05,0.2
0.668813559322034,2.971978605116888e-05,0.2
0.7194915254237289,2.775743457684661e-05,0.2
0.7701694915254238,2.6280204051088813e-05,0.2
0.8208474576271187,2.5173237361055877e-05,0.2
0.8715254237288137,2.432370457707027e-05,0.2
0.9222033898305086,2.3628920517243408e-05,0.2
0.9728813559322035,2.2921799340262868e-05,0.2
1.0235593220338985,2.2130629454734212e-05,0.2
1.0742372881355933,2.1263363623141196e-05,0.2
1.1249152542372882,2.034003813265438e-05,0.2
1.1755932203389832,1.9407891466449958e-05,0.2
1.2262711864406781,1.8508337547051274e-05,0.2
1.276949152542373,1.766617268022719e-05,0.2
1.327627118644068,1.690419781333701e-05,0.2
1.378305084745763,1.623093791837038e-05,0.2
1.4289830508474577,1.5637654580125305e-05,0.2
1.4796610169491526,1.5113111547442043e-05,0.2
1.5303389830508476,1.4647271157887753e-05,0.2
1.5810169491525425,1.4230986877842088e-05,0.2
1.6316949152542375,1.3855617729128593e-05,0.2
1.6823728813559324,1.3513972602315494e-05,0.2
1.7330508474576274,1.3202697269797629e-05,0.2
1.7837288135593223,1.29188699296892e-05,0.2
1.8344067796610173,1.2658412781846345e-05,0.2
1.885084745762712,1.241820866891118e-05,0.2
1.935762711864407,1.2195905357987025e-05,0.2
1.986440677966102,1.1988881839606985e-05,0.2
2.037118644067797,1.1795419388600906e-05,0.2
2.0877966101694914,1.1614317237325225e-05,0.2
2.1384745762711863,1.1443858377946829e-05,0.2
2.1891525423728813,1.1283366704091063e-05,0.2
2.239830508474576,1.1131668607415439e-05,0.2
2.290508474576271,1.0987011036063651e-05,0.2
2.341186440677966,1.0847781049659649e-05,0.2
2.391864406779661,1.0712943535861125e-05,0.2
2.442542372881356,1.058205002957916e-05,0.2
2.493220338983051,1.0454751660364088e-05,0.2
2.543898305084746,1.0331018761985345e-05,0.2
2.594576271186441,1.0210534226807244e-05,0.2
2.645254237288136,1.0093305006399448e-05,0.2
2.6959322033898308,9.979143166592004e-06,0.2
2.7466101694915257,9.868132493034633e-06,0.2
2.7972881355932206,9.760126029861868e-06,0.2
2.847966101694915,9.65517253416161e-06,0.2
2.89864406779661,9.55291308007848e-06,0.2
2.949322033898305,9.453722668291224e-06,0.2
3.0,9.35725966982416e-06,0.2
0.01,7.559556177592059e-05,0.4
0.06067796610169492,7.495024254267182e-05,0.4
0.11135593220338984,7.286709936389102e-05,0.4
0.16203389830508477,6.866378346535522e-05,0.4
0.2127118644067797,6.43243932351242e-05,0.4
0.26338983050847464,5.88391950972531e-05,0.4
0.31406779661016954,5.3189000198395975e-05,0.4
0.36474576271186443,4.836508826337937e-05,0.4
0.4154237288135594,4.434501229513405e-05,0.4
0.4661016949152543,4.10268107148032e-05,0.4
0.5167796610169493,3.811010088667167e-05,0.4
0.5674576271186441,3.5231983276589696e-05,0.4
0.6181355932203391,3.246403742748457e-05,0.4
0.668813559322034,3.00284629350801e-05,0.4
0.7194915254237289,2.8062511324866298e-05,0.4
0.7701694915254238,2.6571981594722826e-05,0.4
0.8208474576271187,2.5451328118052725e-05,0.4
0.8715254237288137,2.4593933108013823e-05,0.4
0.9222033898305086,2.387872901978873e-05,0.4
0.9728813559322035,2.3169092419677615e-05,0.4
1.0235593220338985,2.2385072805554645e-05,0.4
1.0742372881355933,2.152271457386752e-05,0.4
1.1249152542372882,2.0610771744539477e-05,0.4
1.1755932203389832,1.96878318149274e-05,0.4
1.2262711864406781,1.879322704723783e-05,0.4
1.276949152542373,1.795485145624341e-05,0.4
1.327627118644068,1.7193325913069166e-05,0.4
1.378305084745763,1.6517385398954593e-05,0.4
1.4289830508474577,1.592126916658929e-05,0.4
1.4796610169491526,1.539441415048194e-05,0.4
1.5303389830508476,1.4926640304784641e-05,0.4
1.5810169491525425,1.4508837802534658e-05,0.4
1.6316949152542375,1.4132433723424385e-05,0.4
1.6823728813559324,1.3790998404662784e-05,0.4
1.7330508474576274,1.3479796789202025e-05,0.4
1.7837288135593223,1.3195543952592052e-05,0.4
